DeepFlavour;OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptmax,discrMin,discrMax,formula
0,lt,central,0,0,2.4,20.0,30.0,0,1,1.072117567062378
0,lt,up,0,0,2.4,20.0,30.0,0,1,1.1770722234034152
0,lt,down,0,0,2.4,20.0,30.0,0,1,0.998609218789409
0,lt,up_jes,0,0,2.4,20.0,30.0,0,1,1.0858811399506643
0,lt,down_jes,0,0,2.4,20.0,30.0,0,1,1.0609426961271688
0,lt,up_gluonsplitting,0,0,2.4,20.0,30.0,0,1,1.072975516319275
0,lt,down_gluonsplitting,0,0,2.4,20.0,30.0,0,1,1.0714592933654785
0,lt,up_bfragmentation,0,0,2.4,20.0,30.0,0,1,1.0844733715057373
0,lt,down_bfragmentation,0,0,2.4,20.0,30.0,0,1,1.0538686513900757
0,lt,up_cfragmentation,0,0,2.4,20.0,30.0,0,1,1.0721187591552734
0,lt,down_cfragmentation,0,0,2.4,20.0,30.0,0,1,1.080397129058838
0,lt,up_dmux,0,0,2.4,20.0,30.0,0,1,1.0721187591552734
0,lt,down_dmux,0,0,2.4,20.0,30.0,0,1,1.0743155479431152
0,lt,up_ksl,0,0,2.4,20.0,30.0,0,1,1.0719757080078125
0,lt,down_ksl,0,0,2.4,20.0,30.0,0,1,1.0721187591552734
0,lt,up_cb,0,0,2.4,20.0,30.0,0,1,1.0726781056699721
0,lt,down_cb,0,0,2.4,20.0,30.0,0,1,1.0715570284547837
0,lt,up_add,0,0,2.4,20.0,30.0,0,1,1.1812934633197014
0,lt,down_add,0,0,2.4,20.0,30.0,0,1,0.9629416708050544
0,lt,up_statistic,0,0,2.4,20.0,30.0,0,1,1.0819413819976473
0,lt,down_statistic,0,0,2.4,20.0,30.0,0,1,1.0622937521271085
0,lt,central,0,0,2.4,30.0,50.0,0,1,1.0239404439926147
0,lt,up,0,0,2.4,30.0,50.0,0,1,1.0856075313389943
0,lt,down,0,0,2.4,30.0,50.0,0,1,0.9844635234086547
0,lt,up_jes,0,0,2.4,30.0,50.0,0,1,1.0271484851837158
0,lt,down_jes,0,0,2.4,30.0,50.0,0,1,1.0155684675656673
0,lt,up_gluonsplitting,0,0,2.4,30.0,50.0,0,1,1.0264710187911987
0,lt,down_gluonsplitting,0,0,2.4,30.0,50.0,0,1,1.0214160680770874
0,lt,up_bfragmentation,0,0,2.4,30.0,50.0,0,1,1.0314794778823853
0,lt,down_bfragmentation,0,0,2.4,30.0,50.0,0,1,1.014655590057373
0,lt,up_cfragmentation,0,0,2.4,30.0,50.0,0,1,1.0239402055740356
0,lt,down_cfragmentation,0,0,2.4,30.0,50.0,0,1,1.0297106504440308
0,lt,up_dmux,0,0,2.4,30.0,50.0,0,1,1.0239402055740356
0,lt,down_dmux,0,0,2.4,30.0,50.0,0,1,1.025180697441101
0,lt,up_ksl,0,0,2.4,30.0,50.0,0,1,1.0239468812942505
0,lt,down_ksl,0,0,2.4,30.0,50.0,0,1,1.0239402055740356
0,lt,up_cb,0,0,2.4,30.0,50.0,0,1,1.024135869477804
0,lt,down_cb,0,0,2.4,30.0,50.0,0,1,1.0237450185074255
0,lt,up_add,0,0,2.4,30.0,50.0,0,1,1.066941293513662
0,lt,down_add,0,0,2.4,30.0,50.0,0,1,0.9809395944715675
0,lt,up_statistic,0,0,2.4,30.0,50.0,0,1,1.0287820179128246
0,lt,down_statistic,0,0,2.4,30.0,50.0,0,1,1.0190988700724048
0,lt,central,0,0,2.4,50.0,70.0,0,1,1.0157077312469482
0,lt,up,0,0,2.4,50.0,70.0,0,1,1.0694644315013122
0,lt,down,0,0,2.4,50.0,70.0,0,1,0.9731423352838293
0,lt,up_jes,0,0,2.4,50.0,70.0,0,1,1.0226327180862427
0,lt,down_jes,0,0,2.4,50.0,70.0,0,1,1.0028537115532425
0,lt,up_gluonsplitting,0,0,2.4,50.0,70.0,0,1,1.0256695747375488
0,lt,down_gluonsplitting,0,0,2.4,50.0,70.0,0,1,1.0048869848251343
0,lt,up_bfragmentation,0,0,2.4,50.0,70.0,0,1,1.0224711894989014
0,lt,down_bfragmentation,0,0,2.4,50.0,70.0,0,1,1.0093162059783936
0,lt,up_cfragmentation,0,0,2.4,50.0,70.0,0,1,1.0157063007354736
0,lt,down_cfragmentation,0,0,2.4,50.0,70.0,0,1,1.0158703327178955
0,lt,up_dmux,0,0,2.4,50.0,70.0,0,1,1.0157063007354736
0,lt,down_dmux,0,0,2.4,50.0,70.0,0,1,1.0140060186386108
0,lt,up_ksl,0,0,2.4,50.0,70.0,0,1,1.0156781673431396
0,lt,down_ksl,0,0,2.4,50.0,70.0,0,1,1.0157063007354736
0,lt,up_cb,0,0,2.4,50.0,70.0,0,1,1.0157490468939667
0,lt,down_cb,0,0,2.4,50.0,70.0,0,1,1.0156664155999298
0,lt,up_add,0,0,2.4,50.0,70.0,0,1,1.044111399299609
0,lt,down_add,0,0,2.4,50.0,70.0,0,1,0.9873040631942874
0,lt,up_statistic,0,0,2.4,50.0,70.0,0,1,1.022926477106436
0,lt,down_statistic,0,0,2.4,50.0,70.0,0,1,1.0084889853874606
0,lt,central,0,0,2.4,70.0,100.0,0,1,0.9344522953033447
0,lt,up,0,0,2.4,70.0,100.0,0,1,0.9835265439141612
0,lt,down,0,0,2.4,70.0,100.0,0,1,0.9028460164197587
0,lt,up_jes,0,0,2.4,70.0,100.0,0,1,0.953956146298897
0,lt,down_jes,0,0,2.4,70.0,100.0,0,1,0.9344221949577332
0,lt,up_gluonsplitting,0,0,2.4,70.0,100.0,0,1,0.9466601014137268
0,lt,down_gluonsplitting,0,0,2.4,70.0,100.0,0,1,0.9212288856506348
0,lt,up_bfragmentation,0,0,2.4,70.0,100.0,0,1,0.9450342655181885
0,lt,down_bfragmentation,0,0,2.4,70.0,100.0,0,1,0.9274985790252686
0,lt,up_cfragmentation,0,0,2.4,70.0,100.0,0,1,0.934452474117279
0,lt,down_cfragmentation,0,0,2.4,70.0,100.0,0,1,0.9319716691970825
0,lt,up_dmux,0,0,2.4,70.0,100.0,0,1,0.934452474117279
0,lt,down_dmux,0,0,2.4,70.0,100.0,0,1,0.9327080845832825
0,lt,up_ksl,0,0,2.4,70.0,100.0,0,1,0.9344890117645264
0,lt,down_ksl,0,0,2.4,70.0,100.0,0,1,0.934452474117279
0,lt,up_cb,0,0,2.4,70.0,100.0,0,1,0.9344527815451328
0,lt,down_cb,0,0,2.4,70.0,100.0,0,1,0.9344518090615567
0,lt,up_add,0,0,2.4,70.0,100.0,0,1,0.9481580947627649
0,lt,down_add,0,0,2.4,70.0,100.0,0,1,0.9207464958439245
0,lt,up_statistic,0,0,2.4,70.0,100.0,0,1,0.9422731332139146
